0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
0,4,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,21,21,25,0,21,21,29,0,31,0,21,21,21,36,0,21,21,40,0,42,0,21,45,0,21,48,0,50,0,21,21,54,0,21,21,21,21,60,0,21,21,21,21,21,67,0,21,21,21,72,0,78,78,78,78,78,0,80,0,-1,83,0,0,0
